PassengerId,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,Survived
37,3,1,-0.20329236572305487,0,0,-0.502581702925434,2,1
38,3,1,-0.6635730685760695,0,0,-0.48606442844527137,1,0
39,3,0,-0.8937134200025768,2,0,-0.28583674682049287,1,0
40,3,0,-1.2005672219045864,1,0,-0.4218366202601652,2,1
41,3,0,0.7939824904584768,1,0,-0.457388604694989,1,0
42,2,0,-0.20329236572305487,1,0,-0.22546659155674054,1,0
43,3,1,0.10356143617895487,0,0,-0.4891674544258282,2,0
44,2,0,-2.044415177135113,1,2,0.18865657484452997,2,1
45,3,0,-0.8169999695270743,0,0,-0.4895015026182876,3,1
46,3,1,0.10356143617895487,0,0,-0.48606442844527137,1,0
47,3,1,0.10356143617895487,1,0,-0.3361452095402864,3,0
48,3,0,-0.12657891524755244,0,0,-0.49210144397164657,3,1
49,3,1,0.10356143617895487,2,0,-0.211798788405027,2,0
50,3,0,-0.8937134200025768,1,0,-0.28986142383807634,1,0
51,3,1,-1.7375613752331036,4,1,0.15058916727371655,1,0
52,3,1,-0.6635730685760695,0,0,-0.49109527471725073,1,0
53,1,0,1.4844035447379986,1,0,0.895993560684828,2,1
54,2,0,-0.04986546477205,1,0,-0.12484966611715337,1,1
55,1,1,2.711818752346038,0,1,0.5991736306380456,2,0
56,1,1,-0.20329236572305487,0,0,0.06632249221806229,1,1
57,2,0,-0.6635730685760695,0,0,-0.43676213497987365,1,1
58,3,1,-0.08822219000980122,0,0,-0.502581702925434,2,0
59,2,0,-1.8909882761841084,1,2,-0.08963374221329785,1,1
60,3,1,-1.4307075733310939,5,2,0.29572908222032107,1,0
61,3,1,-0.5868596181005671,0,0,-0.502581702925434,2,0
62,1,0,0.6405555895074719,0,0,0.9618131286303883,1,1
63,1,1,1.177549742835989,1,0,1.0317418918109011,1,0
64,3,1,-1.9677017266596109,3,2,-0.08661523445011025,1,0
65,1,1,0.10356143617895487,0,0,-0.09022134505786503,2,0
66,3,1,-0.20329236572305487,1,1,-0.34126057402963506,2,1
67,2,0,-0.04986546477205,0,0,-0.43676213497987365,1,1
68,3,1,-0.8169999695270743,0,0,-0.4838850658402499,1,0
69,3,0,-0.9704268704780792,4,2,-0.48857985158126105,1,1
70,3,1,-0.2800058161985573,2,0,-0.4737388550789219,1,0
71,2,1,0.18027488665445732,0,0,-0.43676213497987365,1,0
72,3,0,-1.0471403209535817,5,2,0.29572908222032107,1,0
73,2,1,-0.6635730685760695,0,0,0.8310111255589249,1,0
74,3,1,-0.2800058161985573,1,0,-0.3571902456652305,2,0
75,3,1,0.18027488665445732,0,0,0.48882906084695926,1,1
76,3,1,-0.35671926667405973,0,0,-0.49411378248043836,1,0
77,3,1,0.10356143617895487,0,0,-0.4891674544258282,1,0
78,3,1,0.10356143617895487,0,0,-0.48606442844527137,1,0
79,2,1,-2.210883364666954,0,2,-0.06447951085340105,1,1
80,3,0,0.026847985703452436,0,0,-0.39701844943123665,1,1
81,3,1,-0.5868596181005671,0,0,-0.4669472126117498,1,0
82,3,1,-0.04986546477205,0,0,-0.4568855200677911,1,1
83,3,0,-0.12657891524755244,0,0,-0.49134681703084965,3,1
84,1,1,-0.12657891524755244,0,0,0.2997537592379046,1,0
85,2,0,-0.9704268704780792,0,0,-0.43676213497987365,1,1
86,3,0,0.2569883371299597,3,0,-0.32910202475951533,1,1
87,3,1,-1.0471403209535817,1,3,0.043683683994155176,1,0
88,3,1,0.10356143617895487,0,0,-0.48606442844527137,1,0
89,1,0,-0.5101461676250646,3,2,4.644392599719279,1,1
90,3,1,-0.43343271714956216,0,0,-0.48606442844527137,1,0
91,3,1,-0.04986546477205,0,0,-0.48606442844527137,1,0
92,3,1,-0.740286519051572,0,0,-0.4900045872454856,1,0
93,1,1,1.2542631933114914,1,0,0.5829904043503424,1,0
94,3,1,-0.2800058161985573,1,2,-0.23401903021910547,1,0
95,3,1,2.251538049493023,0,0,-0.5021631365156053,1,0
96,3,1,0.10356143617895487,0,0,-0.48606442844527137,1,0
97,1,1,3.1720994551990525,0,0,0.04930213311070178,2,0
98,1,1,-0.5101461676250646,0,1,0.6269257910127927,2,1
99,2,0,0.33370178760546215,0,1,-0.18521982138090567,1,1
100,2,1,0.33370178760546215,1,0,-0.12484966611715337,1,0
101,3,0,-0.12657891524755244,0,0,-0.4891674544258282,1,0
102,3,1,0.10356143617895487,0,0,-0.4891674544258282,1,0
103,1,1,-0.6635730685760695,0,1,0.907228446579412,1,0
104,3,1,0.2569883371299597,0,0,-0.47390587917515165,1,0
105,3,1,0.5638421390319694,2,0,-0.48857985158126105,1,0
106,3,1,-0.12657891524755244,0,0,-0.4891674544258282,1,0
107,3,0,-0.6635730685760695,0,0,-0.49411378248043836,1,1
108,3,1,-0.20329236572305487,0,0,-0.4915983593444487,1,1
109,3,1,0.6405555895074719,0,0,-0.4891674544258282,1,0
110,3,0,-0.12657891524755244,1,0,-0.16207792852980066,3,1
111,1,1,1.3309766437869939,0,0,0.39835834616870003,1,0
112,3,0,-1.1622104966668354,1,0,-0.3571902456652305,2,0
113,3,1,-0.5868596181005671,0,0,-0.48606442844527137,1,0
114,3,0,-0.740286519051572,1,0,-0.45034541991421795,1,0
115,3,0,-0.9704268704780792,0,0,-0.35710773978637,2,0
116,3,1,-0.6635730685760695,0,0,-0.48857985158126105,1,0
117,3,1,3.1337427299613014,0,0,-0.49210144397164657,3,0
118,2,1,-0.04986546477205,1,0,-0.22546659155674054,1,0
119,1,1,-0.43343271714956216,0,1,4.332898697266388,2,0
120,3,0,-2.1211286276106156,4,2,-0.01869880977838891,1,0
121,2,1,-0.6635730685760695,2,0,0.8310111255589249,1,0
122,3,1,0.10356143617895487,0,0,-0.48606442844527137,1,0
123,2,1,0.21863161189220853,1,0,-0.04293139010125909,2,0
124,2,0,0.21863161189220853,0,0,-0.38645367226008004,1,1
125,1,1,1.8679707971155108,0,1,0.907228446579412,1,0
126,3,1,-1.3539941228555914,1,0,-0.4218366202601652,2,1
127,3,1,0.10356143617895487,0,0,-0.49210144397164657,3,0
128,3,1,-0.43343271714956216,0,0,-0.5043424991206268,1,1
129,3,0,-0.12657891524755244,1,1,-0.1981329975918223,2,1
130,3,1,1.177549742835989,0,0,-0.5076970674147826,1,0
131,3,1,0.2569883371299597,0,0,-0.4891674544258282,2,0
132,3,1,-0.740286519051572,0,0,-0.5061878135331888,1,0
133,3,0,1.3309766437869939,1,0,-0.35626859462820387,1,0
134,2,0,-0.04986546477205,1,0,-0.12484966611715337,1,1
135,2,1,-0.35671926667405973,0,0,-0.38645367226008004,1,0
136,2,1,-0.5101461676250646,0,0,-0.3452852510472186,2,0
137,1,0,-0.8169999695270743,0,2,-0.11914871112174634,1,1
138,1,1,0.5638421390319694,1,0,0.4204940697654092,1,0
139,3,1,-1.0471403209535817,0,0,-0.4625864750631981,1,0
140,1,1,-0.43343271714956216,0,0,0.9457144205600544,2,0
141,3,0,-0.35671926667405973,0,2,-0.34126057402963506,2,0
142,3,0,-0.5868596181005671,0,0,-0.49210144397164657,1,1
143,3,0,-0.43343271714956216,1,0,-0.32910202475951533,1,1
144,3,1,-0.8169999695270743,0,0,-0.512224829059564,3,0
145,2,1,-0.8937134200025768,0,0,-0.4166387498919562,1,0
146,2,1,-0.8169999695270743,1,1,0.0914767235779591,1,0
147,3,1,-0.20329236572305487,0,0,-0.49117979293462,1,1
148,3,0,-1.5841344742820986,2,2,0.043683683994155176,1,0
149,2,1,0.5254854137942183,0,2,-0.12484966611715337,1,0
150,2,1,0.9474093914094817,0,0,-0.38645367226008004,1,0
151,2,1,1.6378304456890036,0,0,-0.39601228017684087,1,0
152,1,0,-0.5868596181005671,1,0,0.6921597684522944,1,1
153,3,1,1.9830409728287646,0,0,-0.48606442844527137,1,0
154,3,1,0.832339215696228,0,2,-0.35626859462820387,1,0
155,3,1,0.10356143617895487,0,0,-0.5009054249476105,1,0
156,1,1,1.6378304456890036,0,1,0.5870995995852952,2,0
157,3,0,-1.0471403209535817,0,0,-0.4924375045026148,3,1
158,3,1,0.026847985703452436,0,0,-0.48606442844527137,1,0
159,3,1,0.10356143617895487,0,0,-0.4737388550789219,1,0
160,3,1,0.10356143617895487,8,2,0.751523754461651,1,0
161,3,1,1.1008362923604866,0,1,-0.32407117848753597,1,0
162,2,0,0.7939824904584768,0,0,-0.33111436326830707,1,1
163,3,1,-0.2800058161985573,0,0,-0.4915983593444487,1,0
164,3,1,-0.9704268704780792,0,0,-0.4737388550789219,1,0
165,3,1,-2.197842078086118,4,1,0.15058916727371655,1,0
166,3,1,-1.5841344742820986,0,2,-0.23502519947350137,1,1
167,1,0,-0.12657891524755244,0,1,0.4587285014324523,1,1
168,3,0,1.177549742835989,1,4,-0.08661523445011025,1,0
169,1,1,0.10356143617895487,0,0,-0.12635891999874715,1,0
170,3,1,-0.12657891524755244,0,0,0.48882906084695926,1,0
171,1,1,2.404964950444028,0,0,0.026075722042227415,1,0
172,3,1,-1.9677017266596109,4,1,-0.061964087717411374,3,0
173,3,0,-2.197842078086118,1,1,-0.42401799520369554,1,1
174,3,1,-0.6635730685760695,0,0,-0.48857985158126105,1,0
175,1,1,2.0213976980665156,0,0,-0.03035427442131069,2,0
176,3,1,-0.8937134200025768,1,1,-0.4900045872454856,1,0
177,3,1,0.10356143617895487,3,1,-0.13558146738453974,1,0
178,1,0,1.5611169952135011,0,0,-0.07026498406617734,2,0
179,2,1,0.026847985703452436,0,0,-0.38645367226008004,1,0
180,3,1,0.48712868855646707,0,0,-0.6480576784030068,1,0
181,3,0,-0.35671926667405973,8,2,0.751523754461651,1,0
182,2,1,0.10356143617895487,0,0,-0.3452007328298493,2,0
183,3,1,-1.5841344742820986,4,2,-0.016434928955998185,1,0
184,2,1,-2.197842078086118,2,1,0.13675434002577333,1,1
185,3,0,-1.9677017266596109,0,2,-0.2048401218416252,1,1
186,1,1,0.10356143617895487,0,0,0.35811157599286514,1,0
187,3,0,-0.12657891524755244,1,0,-0.3361452095402864,3,1
188,1,1,1.177549742835989,0,0,-0.11378180431879875,1,1
189,3,1,0.7939824904584768,1,1,-0.3361452095402864,3,0
190,3,1,0.48712868855646707,0,0,-0.4891674544258282,1,0
191,2,0,0.18027488665445732,0,0,-0.38645367226008004,1,1
192,2,1,-0.8169999695270743,0,0,-0.38645367226008004,1,0
193,3,0,-0.8169999695270743,1,0,-0.4900045872454856,1,1
194,2,1,-2.044415177135113,1,1,-0.12484966611715337,1,1
195,1,0,1.1008362923604866,0,0,-0.09022134505786503,2,1
196,1,0,2.1748245990175206,0,0,2.300436803386727,2,1
197,3,1,0.10356143617895487,0,0,-0.49210144397164657,3,0
198,3,1,0.9474093914094817,0,1,-0.478936725447131,1,0
199,3,0,-0.12657891524755244,0,0,-0.49210144397164657,3,1
200,2,0,-0.43343271714956216,0,0,-0.38645367226008004,1,0
201,3,1,-0.12657891524755244,0,0,-0.4568855200677911,1,0
202,3,1,0.10356143617895487,8,2,0.751523754461651,1,0
203,3,1,0.33370178760546215,0,0,-0.5173401935489127,1,0
204,3,1,1.2159064680737401,0,0,-0.5026662211428032,2,0
205,3,1,-0.8937134200025768,0,0,-0.48606442844527137,1,1
206,3,0,-2.1211286276106156,0,1,-0.43751676192067057,1,0
207,3,1,0.18027488665445732,1,0,-0.32910202475951533,1,0
208,3,1,-0.2800058161985573,0,0,-0.26998958106375787,2,1
209,3,0,-1.0471403209535817,0,0,-0.49210144397164657,3,1
210,1,1,0.7939824904584768,0,0,-0.024232740677566176,2,1
211,3,1,-0.43343271714956216,0,0,-0.5061878135331888,1,0
212,2,0,0.41041523808096464,0,0,-0.22546659155674054,1,1
213,3,1,-0.5868596181005671,0,0,-0.5021631365156053,1,0
214,2,1,0.026847985703452436,0,0,-0.38645367226008004,1,0
215,3,1,0.10356143617895487,1,0,-0.49210144397164657,3,0
216,1,0,0.10356143617895487,1,0,1.6314187674308411,2,1
217,3,0,-0.20329236572305487,0,0,-0.48857985158126105,1,1
218,2,1,0.9474093914094817,1,0,-0.10472628102923592,1,0
219,1,0,0.18027488665445732,0,0,0.8871895797088641,2,1
220,2,1,0.026847985703452436,0,0,-0.43676213497987365,1,0
221,3,1,-1.0471403209535817,0,0,-0.48606442844527137,1,1
222,2,1,-0.20329236572305487,0,0,-0.38645367226008004,1,0
223,3,1,1.6378304456890036,0,0,-0.48606442844527137,1,0
224,3,1,0.10356143617895487,0,0,-0.4891674544258282,1,0
225,1,1,0.6405555895074719,1,0,1.1630469795095626,1,1
226,3,1,-0.5868596181005671,0,0,-0.45990402783097867,1,0
227,2,1,-0.8169999695270743,0,0,-0.43676213497987365,1,1
228,3,1,-0.7019297938138207,0,0,-0.5021631365156053,1,0
229,2,1,-0.8937134200025768,0,0,-0.38645367226008004,1,0
230,3,0,-0.35671926667405973,3,1,-0.13558146738453974,1,0
231,1,0,0.41041523808096464,1,0,1.0317418918109011,1,1
232,3,1,-0.04986546477205,0,0,-0.4915983593444487,1,0
233,2,1,2.251538049493023,0,0,-0.3763919797161213,1,0
234,3,0,-1.8909882761841084,4,2,-0.016434928955998185,1,1
235,2,1,-0.43343271714956216,0,0,-0.43676213497987365,1,0
236,3,0,-0.35671926667405973,0,0,-0.4961261209892301,1,0
237,2,1,1.1008362923604866,1,0,-0.12484966611715337,1,0
238,2,0,-1.6608479247576011,0,2,-0.11981881984517401,1,1
239,2,1,-0.8169999695270743,0,0,-0.43676213497987365,1,0
240,2,1,0.2569883371299597,0,0,-0.40104312644882023,1,0
241,3,0,-0.35671926667405973,1,0,-0.3571902456652305,2,0
242,3,0,-0.12657891524755244,1,0,-0.3361452095402864,3,1
243,2,1,-0.04986546477205,0,0,-0.43676213497987365,1,0
244,3,1,-0.5868596181005671,0,0,-0.504678559651595,1,0
245,3,1,0.026847985703452436,0,0,-0.5026662211428032,2,0
246,1,1,1.1008362923604866,2,0,1.1630469795095626,3,0
247,3,0,-0.35671926667405973,0,0,-0.4915983593444487,1,0
248,2,0,-0.43343271714956216,0,2,-0.35626859462820387,1,1
249,1,1,0.5638421390319694,1,1,0.40951072618442386,1,1
250,2,1,1.8679707971155108,1,0,-0.12484966611715337,1,0
251,3,1,0.10356143617895487,0,0,-0.5021631365156053,1,0
252,3,0,-0.04986546477205,1,1,-0.43751676192067057,1,0
253,1,1,2.4816784009195305,0,0,-0.11378180431879875,1,0
254,3,1,0.026847985703452436,1,0,-0.32407117848753597,1,0
255,3,0,0.8706959409339792,0,2,-0.24131375731347557,1,0
256,3,0,-0.04986546477205,0,2,-0.34126057402963506,2,1
257,1,0,-0.12657891524755244,0,0,0.9457144205600544,2,1
258,1,0,0.026847985703452436,0,0,1.0926151317018515,1,1
259,1,0,0.41041523808096464,0,0,9.661740104981664,2,1
260,2,0,1.5611169952135011,0,1,-0.12484966611715337,1,1
261,3,1,0.10356143617895487,0,0,-0.49210144397164657,3,0
262,3,1,-2.044415177135113,4,2,-0.016434928955998185,1,1
263,1,1,1.714543896164506,1,1,0.9547699438496172,1,0
264,1,1,0.7939824904584768,0,0,-0.6480576784030068,1,0
265,3,0,-0.35671926667405973,0,0,-0.49210144397164657,3,0
266,2,1,0.48712868855646707,0,0,-0.43676213497987365,1,0
267,3,1,-1.0471403209535817,4,1,0.15058916727371655,1,0
268,3,1,-0.35671926667405973,1,0,-0.4915983593444487,1,1
269,1,0,2.1748245990175206,0,1,2.440127305651523,1,1
270,1,0,0.41041523808096464,0,0,2.081343448242025,1,1
271,1,1,0.10356143617895487,0,0,-0.024232740677566176,1,0
272,3,1,-0.35671926667405973,0,0,-0.6480576784030068,1,1
273,2,0,0.8706959409339792,0,1,-0.2556516691886167,1,1
274,1,1,0.5638421390319694,0,1,-0.05039314129185886,2,0
275,3,0,-0.12657891524755244,0,0,-0.49210144397164657,3,1
276,1,0,2.558391851395033,1,0,0.9207272132963871,1,1
277,3,0,1.177549742835989,0,0,-0.49210144397164657,1,0
278,2,1,0.10356143617895487,0,0,-0.6480576784030068,1,0
279,3,1,-1.7375613752331036,4,1,-0.061964087717411374,3,0
280,3,0,0.41041523808096464,1,1,-0.24055913037267862,1,1
281,3,1,2.711818752346038,0,0,-0.49210144397164657,3,0
282,3,1,-0.12657891524755244,0,0,-0.4900045872454856,1,0
283,3,1,-1.0471403209535817,0,0,-0.4568855200677911,1,0
284,3,1,-0.8169999695270743,0,0,-0.48606442844527137,1,1
285,1,1,0.10356143617895487,0,0,-0.12484966611715337,1,0
286,3,1,0.2569883371299597,0,0,-0.4737388550789219,2,0
287,3,1,0.026847985703452436,0,0,-0.4568855200677911,1,1
288,3,1,-0.5868596181005671,0,0,-0.4891674544258282,1,0
289,2,1,0.9474093914094817,0,0,-0.38645367226008004,1,1
290,3,0,-0.5868596181005671,0,0,-0.49210144397164657,3,1
291,1,0,-0.2800058161985573,0,0,0.938671235779283,1,1
292,1,0,-0.8169999695270743,1,0,1.1847641366964432,2,1
293,2,1,0.48712868855646707,0,0,-0.3889690953960697,2,0
294,3,0,-0.43343271714956216,0,0,-0.4699657203749374,1,0
295,3,1,-0.43343271714956216,0,0,-0.4891674544258282,1,0
296,1,1,0.10356143617895487,0,0,-0.09022134505786503,2,0
297,3,1,-0.4717894423873134,0,0,-0.502581702925434,2,0
298,1,0,-2.1211286276106156,1,2,2.401641331670881,1,0
299,1,1,-0.20329236572305487,0,0,-0.034294433221524895,1,1
300,1,0,1.5611169952135011,0,1,4.332898697266388,2,1
301,3,0,-0.12657891524755244,0,0,-0.49210144397164657,3,1
302,3,1,-0.20329236572305487,2,0,-0.1801889751089263,3,1
303,3,1,-0.8169999695270743,0,0,-0.6480576784030068,1,0
304,2,0,-0.12657891524755244,0,0,-0.39953387256722633,3,1
305,3,1,0.10356143617895487,0,0,-0.48606442844527137,1,0
306,1,1,-2.2039791541241582,1,2,2.401641331670881,1,1
307,1,0,-0.12657891524755244,0,0,1.583289667316069,2,1
308,1,0,-0.9704268704780792,1,0,1.5433789576712023,2,1
309,2,1,0.026847985703452436,1,0,-0.16509643629298823,2,0
310,1,0,0.026847985703452436,0,0,0.4975505359440627,2,1
311,1,0,-0.43343271714956216,0,0,1.0253688157535579,2,1
312,1,0,-0.8937134200025768,2,2,4.631815484039331,2,1
313,2,0,-0.2800058161985573,1,1,-0.12484966611715337,1,0
314,3,1,-0.12657891524755244,0,0,-0.4891674544258282,1,0
315,2,1,1.0241228418849841,1,1,-0.11981881984517401,1,0
316,3,0,-0.2800058161985573,0,0,-0.4900045872454856,1,1
317,2,0,-0.43343271714956216,1,0,-0.12484966611715337,1,1
318,2,1,1.8679707971155108,0,0,-0.3663302871721626,1,0
319,1,0,0.10356143617895487,0,2,2.669618413871151,1,1
320,1,0,0.7939824904584768,1,1,2.0585376159218884,2,1
321,3,1,-0.5868596181005671,0,0,-0.5021631365156053,1,0
322,3,1,-0.20329236572305487,0,0,-0.4891674544258282,1,0
323,2,0,0.026847985703452436,0,0,-0.39953387256722633,3,1
324,2,0,-0.5868596181005671,1,1,-0.06447951085340105,1,1
325,3,1,0.10356143617895487,8,2,0.751523754461651,1,0
326,1,0,0.48712868855646707,0,0,2.081343448242025,2,1
327,3,1,2.404964950444028,0,0,-0.5225380639171217,1,0
328,2,0,0.48712868855646707,0,0,-0.38645367226008004,1,1
329,3,0,0.10356143617895487,1,1,-0.23502519947350137,1,1
330,1,0,-1.0471403209535817,0,1,0.518680090286376,2,1
331,3,0,-0.12657891524755244,2,0,-0.1801889751089263,3,1
332,1,1,1.2159064680737401,0,0,-0.07454120339735977,1,0
333,1,1,0.6405555895074719,0,1,2.440127305651523,1,0
334,3,1,-1.0471403209535817,2,0,-0.28583674682049287,1,0
335,1,0,-0.12657891524755244,1,0,2.041432738597159,1,1
336,3,1,0.10356143617895487,0,0,-0.4891674544258282,1,0
337,1,1,-0.04986546477205,1,0,0.6921597684522944,1,0
338,1,0,0.8706959409339792,0,0,2.0585376159218884,2,1
339,3,1,1.177549742835989,0,0,-0.48606442844527137,1,1
340,1,1,1.177549742835989,0,0,0.06632249221806229,1,0
341,2,1,-2.1211286276106156,1,1,-0.12484966611715337,1,1
342,1,0,-0.43343271714956216,3,2,4.644392599719279,1,1
343,2,1,-0.12657891524755244,0,0,-0.38645367226008004,1,0
344,2,1,-0.35671926667405973,0,0,-0.38645367226008004,1,0
345,2,1,0.48712868855646707,0,0,-0.38645367226008004,1,0
346,2,0,-0.43343271714956216,0,0,-0.38645367226008004,1,1
347,2,0,0.7939824904584768,0,0,-0.38645367226008004,1,1
348,3,0,-0.12657891524755244,1,0,-0.32407117848753597,1,1
349,3,1,-2.044415177135113,1,1,-0.3280958555051195,1,1
350,3,1,0.9474093914094817,0,0,-0.4737388550789219,1,0
351,3,1,-0.5101461676250646,0,0,-0.46241945096696835,1,0
352,1,1,0.10356143617895487,0,0,0.05626079967410357,1,0
353,3,1,-1.1238537714290842,1,1,-0.502581702925434,2,0
354,3,1,-0.35671926667405973,1,0,-0.28986142383807634,1,0
355,3,1,0.10356143617895487,0,0,-0.5026662211428032,2,0
356,3,1,-0.12657891524755244,0,0,-0.4568855200677911,1,0
357,1,0,-0.5868596181005671,0,1,0.4587285014324523,1,1
358,2,0,0.6405555895074719,0,0,-0.38645367226008004,1,0
359,3,0,-0.12657891524755244,0,0,-0.4895015026182876,3,1
360,3,0,-0.12657891524755244,0,0,-0.4895015026182876,3,1
361,3,1,0.7939824904584768,1,4,-0.08661523445011025,1,0
362,2,1,-0.04986546477205,1,0,-0.09022134505786503,2,0
363,3,0,1.177549742835989,0,1,-0.3571902456652305,2,0
364,3,1,0.41041523808096464,0,0,-0.5061878135331888,1,0
365,3,1,0.10356143617895487,1,0,-0.3361452095402864,3,0
366,3,1,0.026847985703452436,0,0,-0.5021631365156053,1,0
367,1,0,2.3282514999685255,1,0,0.8662270494627804,2,1
368,3,0,-0.12657891524755244,0,0,-0.502581702925434,2,1
369,3,0,-0.12657891524755244,0,0,-0.49210144397164657,3,1
370,1,0,-0.43343271714956216,0,0,0.7464929081896716,2,1
371,1,1,-0.35671926667405973,1,0,0.4676170006257854,2,1
372,3,1,-0.8937134200025768,1,0,-0.5173401935489127,1,0
373,3,1,-0.8169999695270743,0,0,-0.48606442844527137,1,0
374,1,1,-0.5868596181005671,0,0,2.081343448242025,2,0
375,3,0,-2.044415177135113,3,1,-0.22395733767514675,1,0
376,1,0,-0.12657891524755244,1,0,1.0054969729792393,2,1
377,3,0,-0.5868596181005671,0,0,-0.5021631365156053,1,1
378,1,1,-0.20329236572305487,0,2,3.6080382676915317,2,0
379,3,1,-0.740286519051572,0,0,-0.5673125957377381,2,0
380,3,1,-0.8169999695270743,0,0,-0.4915983593444487,1,0
381,1,0,0.9474093914094817,0,0,3.930515513725408,2,1
382,3,0,-2.197842078086118,0,2,-0.3312813873645368,2,1
383,3,1,0.18027488665445732,0,0,-0.48857985158126105,1,0
384,1,0,0.41041523808096464,1,0,0.39835834616870003,1,1
385,3,1,0.10356143617895487,0,0,-0.4891674544258282,1,0
386,2,1,-0.8937134200025768,0,0,0.8310111255589249,1,0
387,3,1,-2.197842078086118,5,2,0.29572908222032107,1,0
388,2,0,0.48712868855646707,0,0,-0.38645367226008004,1,1
389,3,1,0.10356143617895487,0,0,-0.4925200103814753,3,0
390,2,0,-0.9704268704780792,0,0,-0.4065770573479975,2,1
391,1,1,0.48712868855646707,1,2,1.7667485321470857,1,1
392,3,1,-0.6635730685760695,0,0,-0.49117979293462,1,1
393,3,1,-0.12657891524755244,2,0,-0.48857985158126105,1,0
394,1,0,-0.5101461676250646,1,0,1.6314187674308411,2,1
395,3,0,-0.43343271714956216,0,2,-0.3119971474347855,1,1
396,3,1,-0.5868596181005671,0,0,-0.49117979293462,1,0
397,3,0,0.10356143617895487,0,0,-0.4900045872454856,1,0
398,2,1,1.2542631933114914,0,0,-0.12484966611715337,1,0
399,2,1,-0.5101461676250646,0,0,-0.43676213497987365,1,0
400,2,0,-0.12657891524755244,0,0,-0.3934968570408512,1,1
401,3,1,0.7172690399829743,0,0,-0.48857985158126105,1,1
402,3,1,-0.2800058161985573,0,0,-0.48606442844527137,1,0
403,3,0,-0.6635730685760695,1,0,-0.45034541991421795,1,0
404,3,1,-0.12657891524755244,1,0,-0.32910202475951533,1,0
405,3,0,-0.740286519051572,0,0,-0.4737388550789219,1,0
406,2,1,0.33370178760546215,1,0,-0.22546659155674054,1,0
407,3,1,1.6378304456890036,0,0,-0.49210144397164657,1,0
408,2,1,-2.044415177135113,1,1,-0.2707442080045548,1,1
409,3,1,-0.6635730685760695,0,0,-0.4915983593444487,1,0
410,3,0,-0.35671926667405973,3,1,-0.13558146738453974,1,0
411,3,1,0.10356143617895487,0,0,-0.4891674544258282,1,0
412,3,1,0.10356143617895487,0,0,-0.5100454664545425,3,0
413,1,0,0.2569883371299597,1,0,1.1630469795095626,3,1
414,2,1,0.10356143617895487,0,0,-0.6480576784030068,1,0
415,3,1,1.1008362923604866,0,0,-0.48857985158126105,1,1
416,3,0,-0.35671926667405973,0,0,-0.48606442844527137,1,0
417,2,0,0.33370178760546215,1,1,0.005952336954309979,1,1
418,2,0,-0.8937134200025768,0,2,-0.38645367226008004,1,1
419,2,1,0.026847985703452436,0,0,-0.38645367226008004,1,0
420,3,0,-1.5074210238065961,0,2,-0.16207792852980066,1,0
